,BINODENOSON,TOZADENANT,VIPADENANT,EVODENOSON,ISTRADEFYLLINE,APADENOSON,SONEDENOSON,UK432097,ETRUMADENANT,SIPAGLADENANT,ST1535,CIFORADENANT,BVT.115959,AMP579
Gen_94,0.05825242718446602,0.09278350515463918,0.07446808510638298,0.07079646017699115,0.1,0.07142857142857142,0.0594059405940594,0.096,0.0784313725490196,0.09090909090909091,0.07142857142857142,0.0970873786407767,0.06593406593406594,0.102803738317757
Gen_95,0.10526315789473684,0.0967741935483871,0.0898876404494382,0.11428571428571428,0.1875,0.1262135922330097,0.10752688172043011,0.13675213675213677,0.10416666666666667,0.13043478260869565,0.075,0.10101010101010101,0.08139534883720931,0.14
Gen_96,0.11458333333333333,0.11827956989247312,0.1,0.12264150943396226,0.11494252873563218,0.1346153846153846,0.09375,0.11570247933884298,0.125,0.15217391304347827,0.08641975308641975,0.12121212121212122,0.11764705882352941,0.13725490196078433
Gen_97,0.07291666666666667,0.07526881720430108,0.06741573033707865,0.06481481481481481,0.08139534883720931,0.06542056074766354,0.052083333333333336,0.08264462809917356,0.08333333333333333,0.0967741935483871,0.05,0.09183673469387756,0.04597701149425287,0.07692307692307693
Gen_98,0.0392156862745098,0.08421052631578947,0.11363636363636363,0.07272727272727272,0.18518518518518517,0.08333333333333333,0.07216494845360824,0.08943089430894309,0.08080808080808081,0.07142857142857142,0.10126582278481013,0.0891089108910891,0.06818181818181818,0.09523809523809523
Gen_99,0.07,0.14285714285714285,0.11235955056179775,0.11214953271028037,0.15476190476190477,0.11320754716981132,0.07142857142857142,0.11570247933884298,0.10204081632653061,0.11578947368421053,0.1,0.09900990099009901,0.11764705882352941,0.09433962264150944
Gen_100,0.09615384615384616,0.11,0.09278350515463918,0.11504424778761062,0.13043478260869565,0.11607142857142858,0.07692307692307693,0.136,0.11650485436893204,0.13,0.09195402298850575,0.1346153846153846,0.0967741935483871,0.08849557522123894
Gen_101,0.08235294117647059,0.1125,0.07692307692307693,0.09473684210526316,0.1232876712328767,0.08421052631578947,0.07142857142857142,0.1320754716981132,0.10714285714285714,0.0963855421686747,0.08955223880597014,0.07865168539325842,0.06666666666666667,0.09782608695652174
Gen_102,0.08823529411764706,0.10204081632653061,0.07291666666666667,0.10810810810810811,0.12222222222222222,0.10909090909090909,0.06862745098039216,0.12096774193548387,0.09803921568627451,0.1111111111111111,0.08235294117647059,0.12745098039215685,0.08791208791208792,0.08108108108108109
Gen_103,0.04854368932038835,0.09375,0.12359550561797752,0.061946902654867256,0.13953488372093023,0.0625,0.06,0.07936507936507936,0.11224489795918367,0.09183673469387756,0.07228915662650602,0.09803921568627451,0.07865168539325842,0.08333333333333333
Gen_104,0.04807692307692308,0.08163265306122448,0.07446808510638298,0.08035714285714286,0.1511627906976744,0.08108108108108109,0.0594059405940594,0.10483870967741936,0.0784313725490196,0.06930693069306931,0.08433734939759036,0.056074766355140186,0.06593406593406594,0.11320754716981132
